CUST_ID,REGISTRATION,AGE,GENDER,MARITAL_STATUS,PROFESSION,EDUCATION,INCOME,MEMBERS_IN_HOUSEHOLD,PRODUCT_BROWSED_TOTAL,PRODUCT_BROWSED_AVERAGE,PRODUCT_PURCHASED_TOTAL,PRODUCT_PURCHASED_AVERAGE,ITEMS_PLACED_IN_CART_TOTAL,ITEMS_PLACED_IN_CART_AVERAGE,ONSITE_SEARCHES_TOTAL,ONSITE_SEARCHES_AVERAGE,PAGE_VIEWS_TOTAL,PAGE_VIEWS_AVERAGE,AMOUNT_BROWSED_TOTAL,AMOUNT_BROWSED_AVERAGE,AMOUNT_CARTED_TOTAL,AMOUNT_CARTED_AVERAGE,AMOUNT_PURCHASED_TOTAL,AMOUNT_PURCHASED_AVERAGE,AMOUNT_ABANDONED_TOTAL,AMOUNT_ABANDONED_AVERAGE,NUMBER_OF_ACTIVITIES_TOTAL,NUMBER_OF_ACTIVITIES_AVERAGE,NUMBER_OF_SESSIONS,BUYER_CATEGORY,LTV,DEMOGRAPHIC_CLUSTER,ONLINE_BEHAVIOR_CLUSTER,BUYING_BEHAVIOR_CLUSTER,MBA_Browse_1,MBA_Browse_2,MBA_Browse_3,Purchase_MBA_1,Purchase_MBA_2,Purchase_MBA_3,Instore_MBA_1,Instore_MBA_2,Instore_MBA_3,Line_Purchased,Line_Browsed,Line_Search,Line_PageView,Line_Affinity,$L-Line_Affinity,$LP-Line_Affinity,$LP-Big Screen TV,$LP-Computers,$LP-MP3,$LP-Receivers,$LP-Smart Phone,$LP-Speakers,$LP-Standard TV,PURCHASED_AE683260224O,PURCHASED_AE683260524O,PURCHASED_AE683260724O,PURCHASED_AE683260824O,PURCHASED_AE683666822O,PURCHASED_AE683666823O,PURCHASED_AE683666824O,PURCHASED_AE683667024O,PURCHASED_AE683668024O,PURCHASED_AE683769624O,PURCHASED_AE683769824O,PURCHASED_AE744080224O,PURCHASED_AE744080324O,PURCHASED_AE744080422O,PURCHASED_AE744080522O,PURCHASED_AE744870124O,PURCHASED_AE744870324O,PURCHASED_AE744870424O,PURCHASED_AE744870524O,PURCHASED_AE745285622O,PURCHASED_AE745285722O,PURCHASED_AE745285822O,PURCHASED_AE745285922O,PURCHASED_AE745286022O,PURCHASED_AE745486322O,PURCHASED_AE745486422O,PURCHASED_AE745486524O,PURCHASED_AE745486622O,PURCHASED_AE745486724O,PURCHASED_AE745486822O,BROWSED_AE683260224O,BROWSED_AE683260524O,BROWSED_AE683260724O,BROWSED_AE683260824O,BROWSED_AE683666822O,BROWSED_AE683666823O,BROWSED_AE683666824O,BROWSED_AE683667024O,BROWSED_AE683668024O,BROWSED_AE683769624O,BROWSED_AE683769824O,BROWSED_AE744080224O,BROWSED_AE744080324O,BROWSED_AE744080422O,BROWSED_AE744080522O,BROWSED_AE744870124O,BROWSED_AE744870324O,BROWSED_AE744870424O,BROWSED_AE744870524O,BROWSED_AE745285622O,BROWSED_AE745285722O,BROWSED_AE745285822O,BROWSED_AE745285922O,BROWSED_AE745286022O,BROWSED_AE745486322O,BROWSED_AE745486422O,BROWSED_AE745486524O,BROWSED_AE745486622O,BROWSED_AE745486724O,BROWSED_AE745486822O
"221.000000","STUART.DERN",64,"M","M","Lawyer","College",76262,6,0,0.000000,3,1.500000,3,1.500000,0,0.000000,5,2.500000,0,0.000000,2147,2147.000000,2147,2147.000000,2147,1073.500000,11,5.500000,2,"Repeat Buyer","MEDIUM VALUE","HIGH INCOME FAMILY","REPEAT BUYER","ONLINE MEDIUM VALUE NON OFFER SEEKER","No Offer","No Offer","No Offer","Standard TV","Receivers","Computers","No Offer","No Offer","No Offer","Big Screen TV","Big Screen TV","Computers","Computers","Big Screen TV","Speakers",0.386668,0.108683,0.031201,0.169053,0.041782,0.235457,0.386668,0.027156,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222.000000","STUART.MOSS",66,"M","S","Engineer","College",64391,1,6,0.750000,0,0.000000,0,0.000000,2,0.250000,30,3.750000,2954,492.333333,0,0.000000,0,0.000000,0,0.000000,72,9.000000,8,"Product Viewer","MEDIUM VALUE","MIDDLE INCOME SINGLE","PRODUCT VIEWER","INSTORE HIGH VALUE NON OFFER SEEKER","Speakers","Smart Phone","No Offer","No Offer","No Offer","No Offer","MP3","Receivers","Computers","Speakers","Receivers","Computers","MP3","Speakers","Speakers",0.880991,0.020195,0.005870,0.013599,0.009319,0.011330,0.880991,0.058696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"223.000000","TERRI.HOUSE",44,"F","S","Engineer","College",55046,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000,2,1.000000,0,0.000000,0,0.000000,0,0.000000,0,0.000000,2,1.000000,2,"Visitor","LOW VALUE","MIDDLE INCOME SINGLE","VISITOR","INSTORE MEDIUM VALUE OFFER SEEKER","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Computers","Computers","Computers","Computers","Computers",0.467561,0.074436,0.467561,0.078625,0.095974,0.082768,0.118872,0.081764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224.000000","TERRI.KODJO",39,"M","M","Engineer","College",29060,5,9,2.250000,0,0.000000,2,0.500000,0,0.000000,37,9.250000,7733,3866.500000,1448,724.000000,0,0.000000,1448,362.000000,72,18.000000,4,"Product Viewer","LOW VALUE","MARRIED MEN","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Speakers","Standard TV","Computers","3194","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","MP3","Computers","Big Screen TV","MP3","Big Screen TV",0.484893,0.484893,0.054574,0.187953,0.069190,0.083017,0.023104,0.097268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225.000000","TOM.ROBERTS",29,"M","S","Accountant","Post College",63792,1,5,0.833333,0,0.000000,4,0.666667,1,0.166667,31,5.166667,3745,1872.500000,2746,1373.000000,0,0.000000,2746,457.666667,55,9.166667,6,"Product Viewer","LOW VALUE","HIGH INCOME SINGLE","PROBABLE BUYER","INSTORE MEDIUM VALUE OFFER SEEKER","Standard TV","Computers","Receivers","3187","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","MP3","Computers","Big Screen TV","MP3","MP3",0.577870,0.075590,0.026595,0.577870,0.057262,0.006099,0.122877,0.133706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"226.000000","TREVOR.BIRD",33,"F","S","Self Employed","College",27853,1,8,0.500000,0,0.000000,1,0.062500,6,0.375000,70,4.375000,3159,394.875000,429,53.625000,0,0.000000,429,26.812500,143,8.937500,16,"Product Viewer","LOW VALUE","MIDDLE INCOME SINGLE","PRODUCT VIEWER","INSTORE LOW VALUE NON OFFER SEEKER","Big Screen TV","Smart Phone","No Offer","3199","No Offer","No Offer","Receivers","Speakers","Computers","MP3","Standard TV","Big Screen TV","Smart Phone","MP3","MP3",0.947818,0.002813,0.016698,0.947818,0.009369,0.005535,0.014902,0.002864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"227.000000","TREVOR.BODZ",54,"F","M","Self Employed","Post College",74302,5,8,0.666667,0,0.000000,1,0.083333,7,0.583333,62,5.166667,6732,1346.400000,999,199.800000,0,0.000000,999,83.250000,127,10.583333,12,"Product Viewer","LOW VALUE","HIGH INCOME FAMILY","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Standard TV","Receivers","No Offer","3194","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Big Screen TV","Computers","Computers","Big Screen TV","Computers",0.393185,0.055112,0.393185,0.147792,0.071063,0.104302,0.180522,0.048023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"228.000000","TREVOR.MONK",32,"F","S","Engineer","Post College",50490,1,13,0.541667,0,0.000000,2,0.083333,8,0.333333,122,5.083333,6761,563.416667,850,70.833333,0,0.000000,850,35.416667,256,10.666667,24,"Product Viewer","LOW VALUE","HIGH INCOME SINGLE","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Speakers","No Offer","No Offer","6187","No Offer","No Offer","Receivers","Speakers","Computers","MP3","Computers","Big Screen TV","Receivers","MP3","MP3",0.895760,0.010671,0.010640,0.895760,0.016241,0.013348,0.004567,0.048773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"229.000000","TREVOR.MOSS",33,"M","U","Not employed","College",32967,2,15,1.153846,0,0.000000,4,0.307692,8,0.615385,89,6.846154,6075,867.857143,1596,228.000000,0,0.000000,1596,122.769231,194,14.923077,13,"Product Viewer","LOW VALUE","MARRIED MEN","PROBABLE BUYER","INSTORE MEDIUM VALUE OFFER SEEKER","Big Screen TV","No Offer","No Offer","3200","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Standard TV","Standard TV","Big Screen TV","Standard TV","Computers",0.289054,0.050710,0.289054,0.097891,0.116390,0.174779,0.137831,0.133346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"230.000000","TREVOR.POLO",27,"F","S","Self Employed","College",39219,1,7,1.400000,0,0.000000,5,1.000000,0,0.000000,42,8.400000,5758,1919.333333,4135,1378.333333,0,0.000000,4135,827.000000,101,20.200000,5,"Product Viewer","LOW VALUE","MIDDLE INCOME SINGLE","PROBABLE BUYER","INSTORE MEDIUM VALUE OFFER SEEKER","Speakers","MP3","Receivers","3193","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Big Screen TV","Computers","Standard TV","Big Screen TV","Standard TV",0.354397,0.085951,0.276018,0.104006,0.050206,0.029508,0.099914,0.354397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"231.000000","TREVOR.TOWB",30,"M","U","Self Employed","College",36830,2,28,0.933333,0,0.000000,4,0.133333,6,0.200000,135,4.500000,11702,557.238095,1226,58.380952,0,0.000000,1226,40.866667,295,9.833333,30,"Product Viewer","LOW VALUE","MARRIED MEN","PROBABLE BUYER","INSTORE MEDIUM VALUE OFFER SEEKER","Big Screen TV","No Offer","No Offer","3200","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Speakers","Standard TV","Smart Phone","Speakers","Smart Phone",0.243966,0.062435,0.193702,0.126055,0.136103,0.243966,0.166878,0.070860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1
"232.000000","TREVOR.WEBB",45,"M","M","Engineer","Post College",64648,4,17,0.739130,0,0.000000,3,0.130435,11,0.478261,104,4.521739,7363,613.583333,1197,99.750000,0,0.000000,1197,52.043478,220,9.565217,23,"Product Viewer","MEDIUM VALUE","HIGH INCOME FAMILY","PROBABLE BUYER","INSTORE HIGH VALUE NON OFFER SEEKER","Smart Phone","No Offer","No Offer","3206","No Offer","No Offer","MP3","Speakers","Computers","Receivers","MP3","Speakers","Speakers","Receivers","Receivers",0.789486,0.050674,0.013653,0.051096,0.789486,0.037857,0.020480,0.036755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1
"233.000000","ADRIAN.BAUER",32,"M","S","Financial analyst","College",69229,1,14,0.736842,0,0.000000,4,0.210526,1,0.052632,102,5.368421,6485,648.500000,1726,172.600000,0,0.000000,1726,90.842105,199,10.473684,19,"Product Viewer","MEDIUM VALUE","MIDDLE INCOME SINGLE","PROBABLE BUYER","INSTORE HIGH VALUE NON OFFER SEEKER","Speakers","Big Screen TV","No Offer","3181","No Offer","No Offer","MP3","Receivers","Computers","Speakers","MP3","Computers","Receivers","Speakers","Speakers",0.850150,0.023027,0.017083,0.022255,0.030305,0.019456,0.850150,0.037725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"234.000000","ADRIAN.BRINK",26,"F","U","Not employed","College",48007,2,28,1.217391,0,0.000000,3,0.130435,5,0.217391,123,5.347826,8492,499.529412,877,51.588235,0,0.000000,877,38.130435,260,11.304348,23,"Product Viewer","MEDIUM VALUE","MARRIED WOMEN","PROBABLE BUYER","INSTORE MEDIUM VALUE OFFER SEEKER","Speakers","Big Screen TV","No Offer","3213","No Offer","No Offer","Receivers","Speakers","Computers","MP3","Standard TV","Speakers","Standard TV","MP3","MP3",0.954892,0.009952,0.014244,0.954892,0.005057,0.003078,0.005701,0.007077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"235.000000","ADRIAN.READY",33,"F","U","Lawyer","College",72942,2,24,1.000000,0,0.000000,1,0.041667,5,0.208333,119,4.958333,10241,787.769231,899,69.153846,0,0.000000,899,37.458333,242,10.083333,24,"Product Viewer","LOW VALUE","HIGH INCOME FAMILY","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","No Offer","No Offer","No Offer","3179","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Speakers","Computers","Speakers","Speakers","Speakers",0.283935,0.146413,0.141992,0.082197,0.162123,0.014675,0.283935,0.168664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0
"236.000000","BILL.HOFFMAN",38,"F","M","Doctor","College",73608,3,1,0.500000,3,1.500000,3,1.500000,0,0.000000,10,5.000000,299,149.500000,2412,1206.000000,2412,1206.000000,2412,1206.000000,25,12.500000,2,"Repeat Buyer","MEDIUM VALUE","HIGH INCOME FAMILY","REPEAT BUYER","ONLINE MEDIUM VALUE NON OFFER SEEKER","Standard TV","Computers","Receivers","Standard TV","MP3","Receivers","No Offer","No Offer","No Offer","Big Screen TV","Big Screen TV","Computers","Receivers","Big Screen TV","Big Screen TV",0.461894,0.461894,0.065405,0.072451,0.020411,0.034899,0.337103,0.007837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237.000000","BILL.JACKSON",52,"M","M","Self Employed","High School",29776,4,7,1.000000,2,0.285714,2,0.285714,0,0.000000,34,4.857143,1043,1043.000000,788,788.000000,788,788.000000,788,112.571429,59,8.428571,7,"Repeat Buyer","MEDIUM VALUE","MIDDLE INCOME SCHOOL EDUCATED","REPEAT BUYER","ONLINE MEDIUM VALUE NON OFFER SEEKER","Standard TV","Computers","Receivers","Receivers","Standard TV","Speakers","No Offer","No Offer","No Offer","MP3","MP3","Computers","MP3","MP3","MP3",0.299063,0.006560,0.288561,0.299063,0.163272,0.045789,0.150405,0.046349,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238.000000","BILL.ROBERTS",57,"F","S","Engineer","College",81408,1,7,1.000000,0,0.000000,1,0.142857,5,0.714286,42,6.000000,3763,752.600000,299,59.800000,0,0.000000,299,42.714286,84,12.000000,7,"Product Viewer","LOW VALUE","MIDDLE INCOME SINGLE","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Standard TV","No Offer","No Offer","3181","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","MP3","MP3","Receivers","MP3","Receivers",0.248754,0.101903,0.116406,0.085754,0.248754,0.166583,0.119283,0.161317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
"239.000000","BILL.STILLER",44,"M","M","Scientist","College",56697,4,3,0.500000,0,0.000000,0,0.000000,3,0.500000,32,5.333333,1997,665.666667,0,0.000000,0,0.000000,0,0.000000,70,11.666667,6,"Product Viewer","LOW VALUE","MARRIED MEN","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Speakers","Standard TV","Computers","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Big Screen TV","Computers","Big Screen TV","Big Screen TV","Big Screen TV",0.374093,0.374093,0.055635,0.126075,0.201054,0.015677,0.067601,0.159865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"240.000000","BILLY.CORTEZ",43,"F","M","Nursing","College",50253,4,5,0.625000,0,0.000000,0,0.000000,4,0.500000,34,4.250000,3245,649.000000,0,0.000000,0,0.000000,0,0.000000,71,8.875000,8,"Product Viewer","LOW VALUE","MARRIED WOMEN","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","MP3","Receivers","Speakers","No Offer","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Computers","Receivers","Receivers","Computers","Computers",0.329007,0.065931,0.329007,0.141870,0.093483,0.172864,0.145424,0.051422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241.000000","BILLY.LARTER",52,"F","M","Private Sector","High School",49687,2,6,1.500000,0,0.000000,0,0.000000,2,0.500000,18,4.500000,3114,1038.000000,0,0.000000,0,0.000000,0,0.000000,38,9.500000,4,"Product Viewer","HIGH VALUE","MIDDLE INCOME SCHOOL EDUCATED","PRODUCT VIEWER","INSTORE HIGH VALUE NON OFFER SEEKER","Receivers","Smart Phone","No Offer","No Offer","No Offer","No Offer","Receivers","Speakers","Computers","MP3","MP3","Computers","MP3","MP3","MP3",0.866055,0.068856,0.004955,0.866055,0.007664,0.010518,0.025112,0.016840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"242.000000","BRANDON.ALBA",31,"M","S","Engineer","College",30475,1,1,0.250000,0,0.000000,0,0.000000,1,0.250000,9,2.250000,1099,1099.000000,0,0.000000,0,0.000000,0,0.000000,23,5.750000,4,"Product Viewer","LOW VALUE","MIDDLE INCOME SINGLE","PRODUCT VIEWER","INSTORE LOW VALUE NON OFFER SEEKER","Speakers","Standard TV","MP3","No Offer","No Offer","No Offer","MP3","Receivers","Speakers","Computers","Big Screen TV","MP3","Speakers","Computers","Big Screen TV",0.614993,0.614993,0.144260,0.014783,0.034323,0.109513,0.032538,0.049591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"243.000000","BRANDON.MOSS",31,"M","S","Doctor","Post College",45224,1,9,1.500000,0,0.000000,2,0.333333,1,0.166667,37,6.166667,4441,1480.333333,948,316.000000,0,0.000000,948,158.000000,69,11.500000,6,"Product Viewer","LOW VALUE","HIGH INCOME SINGLE","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Computers","Big Screen TV","MP3","3204","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Speakers","Speakers","Standard TV","Speakers","Speakers",0.288197,0.107010,0.068999,0.126701,0.259490,0.038329,0.288197,0.111275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"244.000000","CHARLIE.BIRD",29,"F","U","Engineer","College",32223,2,17,0.944444,0,0.000000,2,0.111111,2,0.111111,114,6.333333,10832,902.666667,1068,89.000000,0,0.000000,1068,59.333333,267,14.833333,18,"Product Viewer","LOW VALUE","MARRIED WOMEN","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Smart Phone","No Offer","No Offer","3178","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Computers","Computers","Smart Phone","Computers","Big Screen TV",0.283221,0.283221,0.080539,0.138667,0.074085,0.125868,0.092952,0.204667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0
"245.000000","CHARLIE.BODZ",31,"M","S","Doctor","College",61764,1,32,1.066667,0,0.000000,8,0.266667,6,0.200000,169,5.633333,19088,954.400000,5142,257.100000,0,0.000000,5142,171.400000,353,11.766667,30,"Product Viewer","LOW VALUE","MIDDLE INCOME SINGLE","PROBABLE BUYER","INSTORE MEDIUM VALUE OFFER SEEKER","No Offer","No Offer","No Offer","3197","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Receivers","MP3","Big Screen TV","Receivers","Receivers",0.284183,0.094074,0.185491,0.117651,0.284183,0.026913,0.094684,0.197003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1
"246.000000","CHARLIE.MONK",45,"M","M","Self Employed","High School",33458,5,13,0.722222,3,0.166667,4,0.222222,4,0.222222,112,6.222222,4509,501.000000,1476,164.000000,1177,130.777778,1476,82.000000,229,12.722222,18,"Repeat Buyer","MEDIUM VALUE","MIDDLE INCOME SCHOOL EDUCATED","REPEAT BUYER","ONLINE MEDIUM VALUE NON OFFER SEEKER","Computers","Big Screen TV","No Offer","3212","Standard TV","Receivers","No Offer","No Offer","No Offer","Speakers","Speakers","Standard TV","Receivers","Speakers","Speakers",0.895384,0.008500,0.005957,0.068873,0.009666,0.004604,0.895384,0.007017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0
"247.000000","CHARLIE.MOSS",42,"F","M","Self Employed","Post College",66845,2,11,0.647059,0,0.000000,2,0.117647,5,0.294118,74,4.352941,4409,551.125000,898,112.250000,0,0.000000,898,52.823529,152,8.941176,17,"Product Viewer","LOW VALUE","HIGH INCOME FAMILY","PRODUCT VIEWER","INSTORE MEDIUM VALUE OFFER SEEKER","Speakers","Big Screen TV","Smart Phone","3181","No Offer","No Offer","No Offer","No Offer","No Offer","Computers","Computers","Speakers","Computers","Computers","Standard TV",0.314131,0.071051,0.235845,0.109051,0.126645,0.039664,0.103613,0.314131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"248.000000","CHARLIE.PITT",36,"M","M","Private Sector","High School",25330,5,10,0.625000,0,0.000000,2,0.125000,4,0.250000,83,5.187500,3730,621.666667,1198,199.666667,0,0.000000,1198,74.875000,159,9.937500,16,"Product Viewer","MEDIUM VALUE","MIDDLE INCOME SCHOOL EDUCATED","PRODUCT VIEWER","INSTORE LOW VALUE NON OFFER SEEKER","Speakers","Big Screen TV","Smart Phone","3212","No Offer","No Offer","Receivers","Speakers","Computers","MP3","Computers","Computers","Standard TV","MP3","MP3",0.954441,0.007885,0.004389,0.954441,0.008240,0.001539,0.008319,0.015189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"249.000000","CHARLIE.TOWB",55,"F","M","Self Employed","College",92431,6,8,1.000000,1,0.125000,1,0.125000,1,0.125000,48,6.000000,6232,1246.400000,1099,219.800000,1099,219.800000,1099,137.375000,85,10.625000,8,"Buyer","MEDIUM VALUE","HIGH INCOME FAMILY","BUYER","ONLINE MEDIUM VALUE NON OFFER SEEKER","Speakers","Standard TV","Smart Phone","Speakers","Standard TV","MP3","No Offer","No Offer","No Offer","Big Screen TV","Big Screen TV","Computers","Big Screen TV","Big Screen TV","Big Screen TV",0.962517,0.962517,0.011234,0.006783,0.006796,0.003841,0.002986,0.005844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
